,id,sneaker,price,brand,date
1490,1491,['Puma Cleated Creeper Rihanna Fenty Suede Green (W)'],68,Puma,release: 10/19/2017
1491,1492,['Air Nike Foamposite Pro Metallic Gold'],247,Air,release: 10/19/2017
1492,1493,['Puma Cleated Creeper Rihanna Fenty Suede Lemon (W)'],65,Puma,release: 10/19/2017
1493,1494,['adidas Speedfactory AM4LDN London'],94,adidas,release: 10/19/2017
1494,1495,['Nike SB Dunk High Elite Cyrus Bennett'],141,Nike,release: 10/19/2017
1495,1496,['Air Nike Foamposite Pro Metallic Gold (GS)'],149,Air,release: 10/19/2017
1496,1497,['Jordan XXXII Low MJ Day'],155,Jordan,release: 10/18/2017
1497,1498,['Air Huarache Run Mowabb Linen'],100,Air,release: 10/17/2017
1498,1499,['Under Armour Curry 4 Champ Pack'],800,Under,release: 10/17/2017
1499,1500,['Air Presto Mid Utility Velvet Brown'],190,Air,release: 10/15/2017
1500,1501,['Air Max 95 Sneakerboot Flax (2017)'],98,Air,release: 10/14/2017
1501,1502,['Air Force 1 High Flax (2017)'],113,Air,release: 10/14/2017
1502,1503,['Air More Uptempo Flax'],132,Air,release: 10/14/2017
1503,1504,['adidas EQT Support ADV Parley Blue Spirit'],69,adidas,release: 10/14/2017
1504,1505,['adidas Harden LS Collegiate Burgundy'],100,adidas,release: 10/14/2017
1505,1506,['adidas EQT Support ADV Parley Legend Ink'],100,adidas,release: 10/14/2017
1506,1507,['Air More Uptempo Flax (GS)'],110,Air,release: 10/14/2017
1507,1508,['New Balance 574 Sport New Era Black Grey (Special Box)'],153,New,release: 10/14/2017
1508,1509,['ASICS Gel-Lyte OG size? Japanese Baseball'],160,ASICS,release: 10/14/2017
1509,1510,['Air Footscape Woven Flax (2017)'],165,Air,release: 10/14/2017
1510,1511,['Air Max 90 Ultra 2.0 Flax (2017)'],169,Air,release: 10/14/2017
1511,1512,['Saucony Shadow Master 5000 Afew Goethe'],200,Saucony,release: 10/14/2017
1512,1513,['KangaROOS Ultimate Sneakerness Green Bridges'],475,KangaROOS,release: 10/14/2017
1513,1514,['Jordan 1 Retro High Los Primeros'],250,Jordan,release: 10/13/2017
1514,1515,['Air Nike Foamposite One Dracula (GS)'],119,Air,release: 10/13/2017
1515,1516,['adidas Ultra Boost 19 Olive Beige'],100,adidas,release: 12/01/2019
1516,1517,['Air Force 1 Winter Gore-tex Sequoia'],210,Air,release: 12/01/2019
1517,1518,['Air Force 1 Reflective Black (W)'],299,Air,release: 12/01/2019
1518,1519,['Air Max Tailwind 4 White Black Gym Red (W)'],300,Air,release: 12/01/2019
1519,1520,['Air Max 270 React Winter Cargo Khaki Baroque Brown'],399,Air,release: 12/01/2019
1520,1521,['Jordan 1 Retro High Bloodline'],179,Jordan,release: 11/29/2019
1521,1522,['Nike Blazer Mid 77 Vintage Slam Jam Class 1977'],775,Nike,release: 11/29/2019
1522,1523,['Air Foamposite One Shattered Backboard (I)'],100,Air,release: 11/27/2019
1523,1524,['Air Foamposite One Shattered Backboard (TD)'],175,Air,release: 11/27/2019
1524,1525,['Air Foamposite One Shattered Backboard (PS)'],190,Air,release: 11/27/2019
1525,1526,['Air Foamposite One Shattered Backboard (GS)'],265,Air,release: 11/27/2019
1526,1527,['adidas Yeezy 500 Stone'],250,adidas,release: 11/23/2019
1527,1528,['Nike Waffle Racer Off-White White (W)'],279,Nike,release: 12/12/2019
1528,1529,['Nike Waffle Racer Off-White Vivid Sky (W)'],290,Nike,release: 12/12/2019
1529,1530,['Jordan 1 Retro High Fearless Zoom'],300,Jordan,release: 12/07/2019
1530,1531,['Reebok Instapump Fury Boost White Gum'],288,Reebok,release: 12/06/2019
1531,1532,['Reebok Instapump Fury Boost Black Gum'],303,Reebok,release: 12/06/2019
1532,1533,['adidas Ultra Boost 2020 ISS US National Lab Dash Grey Blue Violet'],159,adidas,release: 12/05/2019
1533,1534,['adidas Ultra Boost 2020 ISS US National Lab Core Black Blue Violet'],199,adidas,release: 12/05/2019
1534,1535,['adidas Yeezy 500 Stone (Infant)'],400,adidas,release: 11/23/2019
1535,1536,['adidas Alphaedge 4D Star Wars Death Star'],425,adidas,release: 11/21/2019
1536,1537,['Converse Chuck Taylor All-Star 70s Hi Kith x Disney Black'],400,Converse,release: 11/18/2019
1537,1538,['Converse Chuck Taylor All-Star 70s Hi Kith x Disney Fur'],435,Converse,release: 11/18/2019
1538,1539,['Converse Chuck Taylor All-Star 70s Hi Kith x Disney Egret'],450,Converse,release: 11/18/2019
1539,1540,['adidas Yeezy Boost 380 Alien'],450,adidas,release: 11/16/2019
1540,1541,['adidas D.O.N. Issue #1 Shock Yellow'],139,adidas,release: 11/16/2019
1541,1542,['Asics Gel-Lyte III OG Green Yellow (2019)'],169,Asics,release: 11/16/2019
1542,1543,['New Balance 990v2 Aime Leon Dore Life in the Balance'],345,New,release: 11/15/2019
1543,1544,['New Balance 990v5 Aime Leon Dore Life in the Balance'],300,New,release: 11/15/2019
1544,1545,['Nike Adapt Huarache Hyper Jade (US Charger)'],435,Nike,release: 11/15/2019
1545,1546,['adidas Harden Vol. 4 Cookies & Cream'],110,adidas,release: 11/15/2019
1546,1547,['adidas Ultra Boost 19 Wood Wood Black'],190,adidas,release: 11/15/2019
1547,1548,['adidas Ultra Boost 19 Wood Wood Linen'],232,adidas,release: 11/15/2019
1548,1549,['Nike Zoom Freak 1 Atmosphere Grey'],120,Nike,release: 11/15/2019
1549,1550,['Reebok Instapump Fury Boost Citron'],260,Reebok,release: 11/15/2019
1550,1551,['Reebok Instapump Fury Boost Black Blue'],273,Reebok,release: 11/15/2019
1551,1552,['Nike Air Max 90 PRM Platinum Crimson/Bright Purple (W)'],150,Nike,release: 11/15/2019
1552,1553,['Air Max Tailwind 4 Plaid Olive'],299,Air,release: 11/15/2019
1553,1554,['Nike Vapor Street Off-White Tour Yellow (W)'],212,Nike,release: 11/14/2019
1554,1555,['Nike Vapor Street Off-White Polarized Blue (W)'],208,Nike,release: 11/14/2019
1555,1556,['Nike Vapor Street Off-White Black Laser Fuchsia (W)'],198,Nike,release: 11/14/2019
1556,1557,['New Balance OMN1S Black Teal'],180,New,release: 11/14/2019
1557,1558,['Converse Chuck Taylor All-Star 70s Hi Undercover The New Warriors Camo'],122,Converse,release: 11/14/2019
1558,1559,['Jordan 1 Low React Fearless Ghetto Gastro'],170,Jordan,release: 11/14/2019
1559,1560,['Nike Air Force 1 Type Black Royal'],124,Nike,release: 11/14/2019
1560,1561,['Nike Joyride Run Flyknit Electric Green'],166,Nike,release: 11/14/2019
1561,1562,['Converse Chuck Taylor All-Star 70s Ox Undercover The New Warriors Camo'],115,Converse,release: 11/14/2019
1562,1563,['Air Max 720 Horizon Black Rainbow'],319,Air,release: 11/14/2019
1563,1564,['Air Max 720 Horizon Black'],325,Air,release: 11/14/2019
1564,1565,['adidas Rivalry Hi Chinese Singles Day (2019)'],379,adidas,release: 11/14/2019
1565,1566,['Air Max 720 Horizon White'],339,Air,release: 11/14/2019
1566,1567,['Jordan Why Not Zer0.2 SE Scorpio'],167,Jordan,release: 11/12/2019
1567,1568,['Converse Chuck Taylor All-Star 70 Golf Le Fleur Chenille'],105,Converse,release: 11/11/2019
1568,1569,['Converse GLF Gianno Ox Biscotti'],145,Converse,release: 11/11/2019
1569,1570,['Reebok Zig Kinetica Concept Type 1 White Black Purple Green'],300,Reebok,release: 11/08/2019
1570,1571,['Nike Zoom Heritage N7 Pendleton'],185,Nike,release: 11/07/2019
1571,1572,['Converse Chuck Taylor All-Star 70s Ox Pigalle Blue'],200,Converse,release: 11/07/2019
1572,1573,['Converse Chuck Taylor All-Star 70s Ox Pigalle White'],190,Converse,release: 11/07/2019
1573,1574,['Nike React Element 55 Kendrick Lamar'],150,Nike,release: 11/05/2019
1574,1575,['Karhu Fusion 2.0 Barneys'],324,Karhu,release: 11/05/2019
1575,1576,['adidas Ultra Boost Grey Silver'],179,adidas,release: 11/04/2019
1576,1577,['Jordan 1 Retro High Fearless UNC Chicago'],175,Jordan,release: 11/02/2019
1577,1578,['adidas Yeezy 500 Soft Vision'],224,adidas,release: 11/02/2019
1578,1579,['Air Fear of God 1 Oatmeal'],410,Air,release: 11/02/2019
1579,1580,['Crocs Classic Clog Takashi Murakami x ComplexCon'],150,Crocs,release: 11/02/2019
1580,1581,['Reebok Experiment 4 Trail Fury Pyer Moss'],250,Reebok,release: 11/02/2019
1581,1582,['adidas Yeezy 500 Soft Vision (Kids)'],154,adidas,release: 11/02/2019
1582,1583,['adidas Yeezy 500 Soft Vision (Infant)'],128,adidas,release: 11/02/2019
1583,1584,['adidas Alphaedge 4D Reflective Black'],205,adidas,release: 11/11/2019
1584,1585,['Converse GLF Gianno Ox Vintage White'],153,Converse,release: 11/11/2019
1585,1586,['Converse GLF Gianno Ox Meerkat'],139,Converse,release: 11/11/2019
1586,1587,['adidas Alphaedge 4D Reflective White'],204,adidas,release: 11/11/2019
1587,1588,['Air VaporMax Plus Metallic Silver Hyper Royal'],169,Air,release: 11/10/2019
1588,1589,['Nike React Type GTX Black Bright Ceramic'],200,Nike,release: 11/10/2019
1589,1590,['adidas ZX 4000 4D SNS Los Angeles Sunrise'],259,adidas,release: 11/09/2019
1590,1591,['adidas ZX 4000 4D SNS Los Angeles Sunset'],332,adidas,release: 11/09/2019
1591,1592,['adidas Stan Smith SNS 20th Anniversary'],100,adidas,release: 11/09/2019
1592,1593,['Air Max 270 React Winter Wolf Grey Total Orange'],222,Air,release: 11/09/2019
1593,1594,['Timberland Field Boot Mastermind'],245,Timberland,release: 11/09/2019
1594,1595,['Dr. Martens 9 Tie Boot The North Face Purple Label Beige'],366,Dr.,release: 11/09/2019
1595,1596,"['Timberland 6"" Side Zip Boot Staple Wheat']",210,Timberland,release: 11/08/2019
1596,1597,['Air Force 1 Gore-tex High Triple Black'],187,Air,release: 11/01/2019
1597,1598,['Air Force One Low Gore-Tex Black Light Carbon'],105,Air,release: 11/01/2019
1598,1599,"['Timberland 8"" Side Zip Boot PSNY']",325,Timberland,release: 11/01/2019
1599,1600,['Jordan 1 Flyease Bred White Toe'],145,Jordan,release: 11/01/2019
1600,1601,['adidas Barcelona 99 Manchester United'],190,adidas,release: 11/01/2019
1601,1602,['Jordan 1 Flyease Bred White Toe (GS)'],115,Jordan,release: 11/01/2019
1602,1603,['Air Force One Low Gore-Tex Team Gold Khaki'],120,Air,release: 11/01/2019
1603,1604,['Air Force One Low Gore-Tex Dynamic Yellow'],116,Air,release: 11/01/2019
1604,1605,['adidas Harden Vol. 4 Star Wars'],82,adidas,release: 11/01/2019
1605,1606,['Timberland Field Boot Staple'],170,Timberland,release: 11/01/2019
1606,1607,['Jordan 1 Mid Bow Black Noble Red (GS)'],99,Jordan,release: 11/01/2019
1607,1608,['Air Force 1 Shell Midnight Turquoise (W)'],170,Air,release: 11/01/2019
1608,1609,['Jordan 11 Crib Bootie White Platinum (TD)'],50,Jordan,release: 11/01/2019
1609,1610,['Nike Drop Type Lx Wolf Grey Total Orange'],75,Nike,release: 11/01/2019
1610,1611,['New Balance 850AT All Terrain Red'],85,New,release: 11/01/2019
1611,1612,['Nike SB Dunk Low Night of Mischief Halloween'],185,Nike,release: 10/31/2019
1612,1613,['adidas Harden Vol. 4 Candy Paint'],100,adidas,release: 10/31/2019
1613,1614,['Asics Gel-Lyte V Olive'],100,Asics,release: 11/01/2019
1614,1615,['New Balance 850AT All Terrain Yellow'],114,New,release: 11/01/2019
1615,1616,['Jordan Why Not Zer0.2 SE Mummy'],135,Jordan,release: 10/31/2019
1616,1617,['New Balance OMN1S Red Purple'],150,New,release: 10/31/2019
1617,1618,['Asics Gel-Quantum 360 5 Olive'],120,Asics,release: 11/01/2019
1618,1619,['New Balance 850AT All Terrain Blue'],125,New,release: 11/01/2019
1619,1620,['Vans Sk8-Hi Re-Issue Save Our Planet White Black'],80,Vans,release: 10/31/2019
1620,1621,['Vans UltraRange Rapidweld Save Our Planet'],110,Vans,release: 10/31/2019
1621,1622,['Air More Uptempo White Anthracite Snakeskin (TD)'],125,Air,release: 11/01/2019
1622,1623,['Under Armour Curry 7 UNDRTD'],149,Under,release: 11/01/2019
1623,1624,['adidas Yung-1 Trail Raw Khaki'],166,adidas,release: 11/01/2019
1624,1625,['adidas Rivalry Low Pony Hair'],137,adidas,release: 10/31/2019
1625,1626,['adidas Speedfactory AM4 Cryptic Waves'],190,adidas,release: 10/31/2019
1626,1627,['Air Force 1 Shell Cream (W)'],166,Air,release: 11/01/2019
1627,1628,['Air Force 1 Shell Black (W)'],166,Air,release: 11/01/2019
1628,1629,['adidas Pro Next 2019 Star Wars'],200,adidas,release: 11/01/2019
1629,1630,['Nike Joyride Optik Coral Stardust (W)'],200,Nike,release: 11/01/2019
1630,1631,['K-Swiss GaryVee 005 ComplexCon Coral'],210,K-Swiss,release: 11/02/2019
1631,1632,['Reebok BB4600 Low BBC Icecream (ComplexCon 2019)'],200,Reebok,release: 11/02/2019
1632,1633,['Reebok BB4600 Hi BBC Icecream (ComplexCon 2019)'],150,Reebok,release: 11/02/2019
1633,1634,['adidas Aloha Super Wallenberg'],160,adidas,release: 11/02/2019
1634,1635,['Reebok Zig Trainer BBC Icecream Green (ComplexCon 2019)'],250,Reebok,release: 11/02/2019
1635,1636,['Reebok Zig Trainer BBC Icecream Blue (ComplexCon 2019)'],400,Reebok,release: 11/02/2019
1636,1637,['Converse Chuck Taylor All-Star Hi Frozen 2 White'],69,Converse,release: 11/02/2019
1637,1638,['New Balance 860 V2 End'],132,New,release: 11/02/2019
1638,1639,['Vans Old Skool V Feature Sinners Club Part II (TD)'],150,Vans,release: 11/02/2019
1639,1640,['adidas Speedfactory AM4 atmos x 88rising'],175,adidas,release: 11/02/2019
1640,1641,['Converse Chuck Taylor All-Star 70s Hi Frozen 2 White'],190,Converse,release: 11/02/2019
1641,1642,['Suicoke Moto Cab Midnight Studios'],450,Suicoke,release: 11/02/2019
1642,1643,['Air Force 1 Gore-tex High Phantom White'],228,Air,release: 11/01/2019
1643,1644,['adidas PulseBoost HD Missoni Raw White'],149,adidas,release: 10/29/2019
1644,1645,['adidas PulseBoost HD Missoni Tech Mint'],149,adidas,release: 10/29/2019
1645,1646,['adidas PulseBoost HD Missoni Core Burgundy'],177,adidas,release: 10/29/2019
1646,1647,['adidas PulseBoost HD Missoni Core Black'],180,adidas,release: 10/29/2019
1647,1648,['Air Max 270 React Camo'],189,Air,release: 10/29/2019
1648,1649,['New Balance 991 MiE Aries Grey'],250,New,release: 10/29/2019
1649,1650,['New Balance 991 MiE Aries Neon'],278,New,release: 10/29/2019
1650,1651,['Converse All-Star Pro BB Hyperbrights Pack'],222,Converse,release: 10/28/2019
1651,1652,['Air Huarache Run DNA CH.1 Air Max 1'],190,Air,release: 10/27/2019
1652,1653,['Nike Zoom Freak 1 Noble Red'],134,Nike,release: 10/27/2019
1653,1654,['Nike Zoom Freak 1 Noble Red (GS)'],122,Nike,release: 10/27/2019
1654,1655,['Nike DNA CH.1 Pack Air Max 1 / Air Huarache Run'],738,Nike,release: 10/27/2019
1655,1656,['Jordan 1 Retro High Shattered Backboard 3.0'],191,Jordan,release: 10/26/2019
1656,1657,['Jordan 1 Retro High Shattered Backboard 3.0 (GS)'],155,Jordan,release: 10/26/2019
1657,1658,['adidas Harden Vol. 4 Pink Lemonade'],102,adidas,release: 10/26/2019
1658,1659,['Air Max 720 Waves White'],159,Air,release: 10/26/2019
1659,1660,['Air Max 720 Waves Blue Void Black'],179,Air,release: 10/26/2019
1660,1661,['Dr. Martens 1461 Undercover Black Patent'],279,Dr.,release: 10/26/2019
1661,1662,['adidas Nite Jogger OG 3M'],94,adidas,release: 10/26/2019
1662,1663,['adidas Ozweego Tech Clear Brown'],111,adidas,release: 10/26/2019
1663,1664,['adidas Ozweego Tech Clear Granite'],122,adidas,release: 10/26/2019
1664,1665,['Reebok Club C Revenge Bronze 56K White'],155,Reebok,release: 10/26/2019
1665,1666,['Reebok Club C Revenge Bronze 56K Black'],160,Reebok,release: 10/26/2019
1666,1667,['Suicoke Depa-Cab Tyler the Creator Golf Light Green'],265,Suicoke,release: 10/26/2019
1667,1668,['Dr. Martens 1461 Undercover Beige Patent'],280,Dr.,release: 10/26/2019
1668,1669,['Nike SB Dunk High FPAR'],119,Nike,release: 10/25/2019
1669,1670,['Clarks Originals Wallabee Hike Ronnie Fieg Kith Navy'],260,Clarks,release: 10/25/2019
1670,1671,['Converse Pro Leather Mid Sequin'],120,Converse,release: 10/25/2019
1671,1672,['Clarks Originals Wallabee Ronnie Fieg Kith Brown'],200,Clarks,release: 10/25/2019
1672,1673,['Clarks Originals Wallabee Ronnie Fieg Kith Pink'],200,Clarks,release: 10/25/2019
1673,1674,['Converse All-Star Pro BB All-Star Pack'],158,Converse,release: 10/24/2019
1674,1675,['Clarks Originals Wallabee Supreme Gore-tex Black'],220,Clarks,release: 10/24/2019
1675,1676,['Converse Pro Leather Hi All-Star Pack'],135,Converse,release: 10/24/2019
1676,1677,['Clarks Originals Wallabee Supreme Gore-tex Purple'],200,Clarks,release: 10/24/2019
1677,1678,['Nike React Sertu Faded Spruce'],122,Nike,release: 10/24/2019
1678,1679,['Clarks Originals Wallabee Supreme Gore-tex Camo'],170,Clarks,release: 10/24/2019
1679,1680,['Air More Uptempo Black White Laser Crimson'],199,Air,release: 10/24/2019
1680,1681,['Alife Everybody Hi NY!'],200,Alife,release: 10/24/2019
1681,1682,['Clarks Originals Wallabee Supreme Gore-tex Maple Suede'],200,Clarks,release: 10/24/2019
1682,1683,['New Balance OMN1S White Gold'],150,New,release: 10/23/2019
1683,1684,['Reebok Question Mid Double Cross'],155,Reebok,release: 10/23/2019
1684,1685,['Crocs Classic Clog Pizzaslime'],69,Crocs,release: 10/23/2019
1685,1686,['New Balance 990v5 Kawhi Leonard White Gold'],220,New,release: 10/23/2019
1686,1687,['Reebok Question Mid Double Cross (GS)'],175,Reebok,release: 10/23/2019
1687,1688,['Jordan 1 Retro High Fearless Metallic Rose Gold (W)'],110,Jordan,release: 10/22/2019
1688,1689,['Nike ZoomX Vaporfly Next% Betrue (2019)'],330,Nike,release: 10/22/2019
1689,1690,['New Balance 997H Cordura Oyster'],75,New,release: 10/22/2019
1690,1691,['adidas Yung-1 Trail Core Black Solar Yellow'],166,adidas,release: 10/22/2019
1691,1692,['Air Max 270 React Noble Red Team Gold'],95,Air,release: 10/20/2019
1692,1693,['Asics Gel-Kayano 5 OG Chemist Creations Marshmallow'],277,Asics,release: 10/20/2019
1693,1694,['adidas Speedfactory AM4 Marvel 80 Vol. 2'],225,adidas,release: 10/18/2019
1694,1695,['K-Swiss Classic 2000 Breaking Bad Recreational Vehicle'],108,K-Swiss,release: 10/17/2019
1695,1696,['adidas Continental 80 Home of Classics Pack'],60,adidas,release: 10/17/2019
1696,1697,['Nike SB Zoom Bruin Black Bright Crimson'],75,Nike,release: 10/17/2019
1697,1698,['adidas Supercourt Home of Classics Pack'],75,adidas,release: 10/17/2019
1698,1699,['adidas Stan Smith Home of Classics Pack'],80,adidas,release: 10/17/2019
1699,1700,['adidas Superstar Home of Classics Pack'],137,adidas,release: 10/17/2019
1700,1701,['adidas Speedfactory AM4 Washington Huskies'],84,adidas,release: 10/16/2019
1701,1702,['Nike SB Dunk Low Island Green Gum'],175,Nike,release: 10/15/2019
1702,1703,['adidas Campus 80s By Shun Hirose aka Recouture'],172,adidas,release: 10/15/2019
1703,1704,['Nike SB Blazer Mid Light British Tan'],73,Nike,release: 10/15/2019
1704,1705,['adidas Campus 80s By Alex Nash'],200,adidas,release: 10/15/2019
1705,1706,['adidas Campus 80s By Helen Kirkum'],139,adidas,release: 10/15/2019
1706,1707,['Nike Drop Type Lx Triple White'],109,Nike,release: 10/14/2019
1707,1708,['Nike D/MS/X Ghoswift Black Deep Royal Blue Bright Crimson'],119,Nike,release: 10/14/2019
1708,1709,['Nike D/MS/X Ghoswift White Black Dynamic Yellow'],128,Nike,release: 10/14/2019
1709,1710,['Jordan Alpha 360 Tr Black White'],138,Jordan,release: 10/14/2019
1710,1711,['Jordan Alpha 360 Tr White Light Smoke Grey Black'],150,Jordan,release: 10/14/2019
1711,1712,['Converse Chuck Taylor All-Star 70s Hi Golf le Fleur Flames'],185,Converse,release: 10/12/2019
1712,1713,['adidas ZX Torsion Packer Shoes Mega Violet'],120,adidas,release: 10/12/2019
1713,1714,['New Balance 990v3 Slam Jam'],553,New,release: 10/12/2019
1714,1715,['Nike SB Team Classic Antonio Durao'],49,Nike,release: 10/12/2019
1715,1716,['adidas Harden Vol. 4 Barbershop'],75,adidas,release: 10/12/2019
1716,1717,['adidas Novaturbo Gardening Club'],140,adidas,release: 10/12/2019
1717,1718,['adidas Response Hoverturf GF6100AM Gardening Club'],150,adidas,release: 10/12/2019
1718,1719,['adidas Response Hoverturf GF6100LC Gardening Club'],160,adidas,release: 10/12/2019
1719,1720,['adidas Consortium ZX Torsion Packer'],170,adidas,release: 10/12/2019
1720,1721,['Air Max Tailwind 4 White Black Crimson Yellow'],94,Air,release: 10/11/2019
1721,1722,['Nike React Sertu Blackened Blue'],109,Nike,release: 10/11/2019
1722,1723,['adidas Blackburn Spzl Collegiate Green'],115,adidas,release: 10/11/2019
1723,1724,['Vans Old Skool 36 DX Patta'],136,Vans,release: 10/11/2019
1724,1725,['Asics Gel-Lyte V Midnight Blue'],140,Asics,release: 10/11/2019
1725,1726,['New Balance All Coasts 574 Topo Designs'],150,New,release: 10/11/2019
1726,1727,['Vans Sk8-Hi 38 DX Patta'],152,Vans,release: 10/11/2019
1727,1728,['adidas Torsion TRDC Norse Projects'],159,adidas,release: 10/11/2019
1728,1729,['Reebok JK Workout Mid Palace Black'],200,Reebok,release: 10/11/2019
1729,1730,['Reebok JK Workout Mid Palace White'],215,Reebok,release: 10/11/2019
1730,1731,['KangaROOS Roos 001 Goldberg Runaway Hibiscus'],664,KangaROOS,release: 10/11/2019
1731,1732,['Converse Chuck Taylor All-Star 70s Hi Ambush White'],249,Converse,release: 10/19/2019
1732,1733,['adidas Yeezy Boost 700 Teal Blue'],320,adidas,release: 10/19/2019
1733,1734,['Converse Pro Leather Hi Ambush Black'],149,Converse,release: 10/19/2019
1734,1735,['adidas Harden Vol. 4 Black White'],98,adidas,release: 10/19/2019
1735,1736,['Saucony Shadow 5000 Feature Dreamland'],109,Saucony,release: 10/19/2019
1736,1737,['adidas Harden Vol. 4 Grey Three Cloud White'],109,adidas,release: 10/19/2019
1737,1738,['adidas Harden Vol. 4 Scarlet'],120,adidas,release: 10/19/2019
1738,1739,['adidas Harden Vol. 4 Royal White'],120,adidas,release: 10/19/2019
1739,1740,['The North Face Back-To-Berkeley Sneakersnstuff'],130,The,release: 10/19/2019
1740,1741,['Diadora Maverick OG White Swedish Blue'],135,Diadora,release: 10/19/2019
1741,1742,['Li Ning Way of Wade Essence Rick Ross'],250,Li,release: 10/19/2019
1742,1743,['Li Ning Way of Wade 7 Rick Ross'],340,Li,release: 10/19/2019
1743,1744,['Puma Clyde Hardwood White Black'],115,Puma,release: 10/18/2019
1744,1745,['Puma Clyde Hardwood White Pink'],115,Puma,release: 10/18/2019
1745,1746,['Nike Zoom Pegasus Turbo 2 Blue Ribbon Sports'],140,Nike,release: 10/18/2019
1746,1747,['Air Foamposite One Graffiti (GS)'],180,Air,release: 10/18/2019
1747,1748,['Reebok Daytona DMX II BlackEyePatch'],200,Reebok,release: 10/18/2019
1748,1749,['adidas Speedfactory AM4 Marvel 80 Vol. 1'],200,adidas,release: 10/18/2019
1749,1750,['adidas Ultra Boost 1.0 Solar Orange (2019)'],131,adidas,release: 10/10/2019
1750,1751,['Nike Zoom Pegasus 36 Trail Gore-tex Black'],220,Nike,release: 10/10/2019
1751,1752,['adidas Nite Jogger White Mountaineering Black'],165,adidas,release: 10/10/2019
1752,1753,['New Balance 997S Saffiano Leather Black'],130,New,release: 10/10/2019
1753,1754,['New Balance 997S Saffiano Leather White'],139,New,release: 10/10/2019
1754,1755,['Nike React Sertu Multi-Color'],150,Nike,release: 10/10/2019
1755,1756,['adidas Nite Jogger White Mountaineering White'],160,adidas,release: 10/10/2019
1756,1757,['Air VaporMax Plus Light Current Blue'],170,Air,release: 10/10/2019
1757,1758,['adidas Speedfactory AM4 Greenhouse Canvas Hispanic Heritage Month Platanos'],175,adidas,release: 10/10/2019
1758,1759,['Nike Zoom Pegasus 36 Trail Gore-tex Galactic Jade'],184,Nike,release: 10/10/2019
1759,1760,['New Balance X-90 Reformation White Blue (W)'],200,New,release: 10/10/2019
1760,1761,['Air Max Tailwind 4 Soft Pink (W)'],240,Air,release: 10/10/2019
1761,1762,['adidas Stan Smith Gore-tex White Green'],90,adidas,release: 10/05/2019
1762,1763,['Puma Thunder Disc Les Benjamins'],115,Puma,release: 10/05/2019
1763,1764,['Nike ACG Zoom Terra Zaherra Space Purple Blue Force'],120,Nike,release: 10/05/2019
1764,1765,['Nike ACG React Terra Gobe Ridgerock'],129,Nike,release: 10/05/2019
1765,1766,['Nike React Element 55 Green Bay Packers'],140,Nike,release: 10/05/2019
1766,1767,['adidas Ultra Boost Black Gold'],149,adidas,release: 10/09/2019
1767,1768,['Nike Mars Yard Overshoe Tom Sachs (I)'],56,Nike,release: 10/09/2019
1768,1769,['Air Max 95 Utility Black Cool Grey'],148,Air,release: 10/05/2019
1769,1770,['Nike React Element 55 New England Patriots'],150,Nike,release: 10/05/2019
1770,1771,['Nike React Element 55 Dallas Cowboys'],175,Nike,release: 10/05/2019
1771,1772,['Nike React Presto Seahorse'],100,Nike,release: 10/09/2019
1772,1773,['Nike React Element 55 Denver Broncos'],180,Nike,release: 10/05/2019
1773,1774,['Nike React Element 55 Pittsburgh Steelers'],180,Nike,release: 10/05/2019
1774,1775,['Nike React Element 55 Oakland Raiders'],180,Nike,release: 10/05/2019
1775,1776,['Nike Blazer Mid 77 Vintage Racer Blue'],199,Nike,release: 10/08/2019
1776,1777,['Nike React Element 55 New York Giants'],180,Nike,release: 10/05/2019
1777,1778,['Nike React Element 55 Minnesota Vikings'],180,Nike,release: 10/05/2019
1778,1779,['Nike React Element 55 Chicago Bears'],180,Nike,release: 10/05/2019
1779,1780,['Asics Gel-Lyte III Ronnie Fieg Super Blue'],148,Asics,release: 10/07/2019
1780,1781,['Asics Gel-Lyte 3.1 Ronnie Fieg Super Blue'],200,Asics,release: 10/07/2019
1781,1782,['Nike React Element 55 Seattle Seahawks'],180,Nike,release: 10/05/2019
1782,1783,['New Balance MSRC Black'],200,New,release: 10/05/2019
1783,1784,['Converse Chuck Taylor All-Star 70s Hi Patchwork Ripstop'],220,Converse,release: 10/05/2019
1784,1785,['Nike Joyride CC3 Setter Sail Team Orange Sequoia'],139,Nike,release: 10/07/2019
1785,1786,['New Balance 990v5 Tri-Color Greyscale'],140,New,release: 10/07/2019
1786,1787,['New Balance Extreme Spec R_C4 Mid Snow Peak'],453,New,release: 10/05/2019
1787,1788,['A Bathing Ape Skullsta White Black (2019)'],800,A,release: 10/05/2019
1788,1789,['Nike SB Dunk Low Ben-G'],85,Nike,release: 10/05/2019
1789,1790,['A Bathing Ape Skullsta Black White (2019)'],888,A,release: 10/05/2019
1790,1791,['Nike React Element 55 Black Metallic Gold White'],100,Nike,release: 10/05/2019
1791,1792,['Reebok Instapump Fury Boost Prototype'],310,Reebok,release: 10/05/2019
1792,1793,['adidas D.O.N. Issue #1 White Black Gold Metallic'],105,adidas,release: 10/05/2019
1793,1794,['Nike ACG Zoom Terra Zaherra Aviator Grey Barely Volt'],194,Nike,release: 10/05/2019
1794,1795,['Air Force 1 Shadow Pale Ivory (W)'],135,Air,release: 10/03/2019
1795,1796,['adidas Ultra Boost Solar Yellow (2019)'],139,adidas,release: 10/03/2019
