,sneaker,price,brand
853,['Nike React Element 87 Dusty Peach'],100,Nike
854,['New Balance 997S Bodega No Bad Days'],265,New
855,['Jordan 1 Retro High Shattered Backboard 3.0'],360,Jordan
856,['Air Max 720 Saturn All-Star (2019)'],85,Air
857,['Nike React Element 55 Gym Red'],63,Nike
858,['Nike Blazer Mid 77 Vintage Multi-Color'],107,Nike
859,['Jordan 1 Retro High Black Gym Red'],115,Jordan
860,['Converse Chuck Taylor All-Star 70s Hi Golf le Fleur Flames'],239,Converse
861,['adidas Nemeziz Tango 17 Ultra Boost Triple Black'],159,adidas
862,"['ASICS Gel-Lyte III Ronnie Fieg ""Flamingo""']",584,ASICS
863,"['Saucony Shadow 5000 END ""Burger""']",395,Saucony
864,['Air Max 270 React Hyper Jade'],86,Air
865,['Nike React Element 55 Spruce Volt'],69,Nike
866,['adidas Yeezy Desert Boot Salt'],198,adidas
867,['adidas NMD HU Pharrell Human Made White Red'],226,adidas
868,['adidas Ultra Boost 19 Grey Two'],98,adidas
869,['Nike Hyperdunk 2017 Low Olive Gum'],39,Nike
870,['Converse Chuck Taylor All-Star 70s Ox Comme des Garcons PLAY Black'],123,Converse
871,['adidas Yeezy Desert Boot Oil'],205,adidas
872,['Jordan 1 Retro High OG Defiant SB NYC to Paris'],134,Jordan
873,['Air Foamposite One Obsidian Glitter (W)'],115,Air
874,"['ASICS Gel-Lyte III Woei ""Cervidae""']",780,ASICS
875,['New Balance 997.5 Phantaci'],375,New
876,['Nike React Element 87 Orange Peel'],125,Nike
877,['Nike Zoom Pegasus 35 Turbo Blackened Blue Orange Peel'],100,Nike
878,['adidas Ultra Boost 19 Linen Green'],110,adidas
879,['adidas Ultra Boost 2019 Clear Brown Chalk White'],100,adidas
880,['adidas NMD Hu Trail Pharrell Now Is Her Time Cream White'],213,adidas
881,['Vans Comfycush Authentic The Nightmare Before Christmas'],85,Vans
882,['Jordan 1 Retro High Fearless UNC Chicago'],340,Jordan
883,['Nike SB Dunk Low Ben-G'],104,Nike
884,['Reebok Instapump Fury Aape By a Bathing Ape'],449,Reebok
885,['New Balance 1500 Hanon Chosen Few'],500,New
886,['adidas Futurecraft MFG Made For Germany'],350,adidas
887,['Fear Of God Military Sneaker Canapa'],650,Fear
888,['Nike Zoom Vomero 5 White Racer Blue Black'],70,Nike
889,['Air Max 270 React Geometric Art'],89,Air
890,['Asics Gel-Lyte III Ronnie Fieg Super Blue'],229,Asics
891,['Jordan 11 Retro Low Snake Light Bone'],129,Jordan
892,['adidas Blackburn Spzl Collegiate Green'],139,adidas
893,['Jordan 1 Retro High Shattered Backboard 3.0 (GS)'],200,Jordan
894,['adidas Yeezy Boost 350 V2 Cloud White (Reflective)'],399,adidas
895,"['ASICS Gel-Lyte III Ronnie Fieg ""Mint Leaf""']",791,ASICS
896,"['ASICS Gel-Lyte III Ronnie Fieg ""Leatherbacks""']",700,ASICS
897,['A Bathing Ape Bapesta Ronnie Fieg Fiegsta Sand'],480,A
898,['Air Max Speed Turf Night Purple'],80,Air
899,['Nike Zoom Pegasus 35 Turbo Vast Gunsmoke'],80,Nike
900,['Jordan 11 Retro Low IE Space Jam'],127,Jordan
901,['Air Foamposite Pro Color Shift'],144,Air
902,['adidas Yeezy Desert Boot Rock'],227,adidas
903,['adidas NMD Hu Trail Pharrell Now Is Her Time Black'],221,adidas
904,['Converse Chuck Taylor All-Star 70s Hi Comme des Garcons PLAY Black'],139,Converse
905,['Air Tech Challenge II Wimbledon (2013)'],497,Air
906,['Reebok Instapump Fury CNCPTS Versace'],900,Reebok
907,['Air Force 1 Shadow Pale Ivory (W)'],135,Air
908,['Jordan 12 Retro Winter Black'],248,Jordan
909,['Air Max 270 React Bauhaus'],110,Air
910,['adidas Ultra Boost Clima Missoni Black'],98,adidas
911,['adidas Solar Hu Glide Human Made White Red'],140,adidas
912,['Jordan 1 Retro High Black Crimson Tint (GS)'],150,Jordan
913,['Jordan 1 Retro High Court Purple'],260,Jordan
914,['Air Foamposite One Navy Gum'],114,Air
915,['adidas Ultra Boost 2019 Triple Black'],119,adidas
916,['Jordan Legacy 312 Black White'],70,Jordan
917,['LeBron 15 Lifestyle KITH Stained Glass'],399,LeBron
918,['Air Max Lunar90 SP Moon Landing'],580,Air
919,['LeBron 15 Performance KITH Rose Gold'],350,LeBron
920,['adidas Y-3 Pureboost White Black'],230,adidas
921,['ASICS Gel-Lyte III Ronnie Fieg Super Green'],380,ASICS
922,['ASICS Gel-Lyte III Ronnie Fieg Militia (Special Box)'],325,ASICS
923,"['ASICS Gel-Lyte III Ronnie Fieg ""Homage"" (Special Box)']",502,ASICS
924,['adidas Ultra Boost 1.0 Wood Wood Black'],497,adidas
925,['Jordan 1 Retro High Camo 3M Bred'],325,Jordan
926,['adidas Copa Mundial 17 Ultra Boost Kith Cobras'],200,adidas
927,['LeBron 8 V/2 Low Solar Red'],355,LeBron
928,"['ASICS Gel-Lyte III Afew ""Koi""']",800,ASICS
929,['adidas Ultra Boost 4.0 Game of Thrones White Walkers'],175,adidas
930,['Nike SB Dunk Low Concepts Purple Lobster'],520,Nike
931,['Jordan 11 Retro Low Cool Grey'],190,Jordan
932,['Nike React Element 87 Desert Sand'],124,Nike
933,['ACE 16 PureControl Ultra Boost Kith Flamingos'],200,ACE
934,['Nike SB Dunk High Dog Walker'],269,Nike
935,['Jordan 1 Retro High Satin Shattered Backboard (W)'],686,Jordan
936,['Nike Tailwind 79 Stranger Things Independence Day Pack'],165,Nike
937,['Diadora Intrepid Kith From Seoul To Rio'],450,Diadora
938,['adidas Ultra Boost Uncaged Hypebeast'],798,adidas
939,['adidas Yeezy Boost 350 V2 Beluga'],595,adidas
940,['Air Fear Of God 1 Orange Pulse'],455,Air
941,['Air Force 1 Low Retro Ivory Snake'],149,Air
942,['Nike Flyknit Lunar1+ Supreme Black'],761,Nike
943,['Air Zoom Generation Wheat (All-Star)'],208,Air
944,['adidas Yeezy Boost 750 Light Brown Gum (Chocolate)'],646,adidas
945,['adidas Yeezy Boost 350 Moonrock'],800,adidas
946,['Nike React Element 87 Anthracite Black'],209,Nike
947,['Jordan 1 Retro High Clay Green'],224,Jordan
948,['adidas Yeezy Boost 350 V2 Core Black Red'],800,adidas
949,['adidas Ultra Boost 4.0 Triple Black'],166,adidas
950,['adidas Ultra Boost 1.0 SNS X Social Status'],199,adidas
951,['Jordan 1 Retro High Homage To Home Chicago (Numbered)'],650,Jordan
952,"['Jordan 1 Retro High ""Not for Resale"" Varsity Red']",455,Jordan
953,['Nike Zoom Rookie Galaxy (2019)'],243,Nike
954,['adidas Yeezy 500 Blush'],280,adidas
955,['Nike SB Dunk Low Parra'],210,Nike
956,['Jordan 1 Retro High Camo 3M Shadow'],150,Jordan
957,['Air Zoom Generation Black White Retro'],135,Air
958,['adidas Yeezy Powerphase Calabasas Grey'],74,adidas
959,['adidas Ultra Boost Lux Sneakersnstuff x Social Status Vintage White'],96,adidas
960,['Air Fear Of God Moccasin Black'],80,Air
961,['adidas Tennis HU Pharrell Multi-Color'],95,adidas
962,['Air Force 1 High Emotionally Unavailable'],68,Air
963,['Converse Chuck Taylor All-Star 70s Hi Off-White'],362,Converse
964,['adidas Yeezy 700 V2 Static'],480,adidas
965,['adidas Ultra Boost Mid Run Thru Time'],87,adidas
966,['Nike Dunk SB Low Blue Lobster'],900,Nike
967,['adidas Ultra Boost 4.0 Game of Thrones Targaryen Dragons'],175,adidas
968,['Air VaporMax 2019 Cactus Plant Flea Market (W)'],598,Air
969,['LeBron 15 Lifestyle KITH Concrete'],275,LeBron
970,['Jordan 1 Retro High Gatorade Orange Peel'],141,Jordan
971,['Nike Classic Cortez Stranger Things Sail Upside Down Pack'],98,Nike
972,['Jordan 1 Retro High Hyper Royal'],105,Jordan
973,['Nike Classic Cortez Stranger Things Independence Day Pack'],87,Nike
974,['Air Fear Of God 1 Black'],720,Air
975,['adidas Yeezy Boost 350 V2 Hyperspace'],350,adidas
976,['adidas Yeezy Powerphase Calabasas Core White'],179,adidas
977,['adidas Yeezy Boost 350 V2 Antlia (Non-Reflective)'],235,adidas
978,['adidas Yeezy Boost 700 Salt'],264,adidas
979,['Jordan 1 Retro High Turbo Green (GS)'],193,Jordan
980,['Jordan 12 Retro Winter Black'],248,Jordan
981,['Jordan 11 Retro Low Snake Navy (2019)'],109,Jordan
982,['Jordan 1 Retro High Bred Toe'],284,Jordan
983,['Jordan 1 Retro High Spider-Man Origin Story'],290,Jordan
984,['Nike React Element 87 Volt Racer Pink'],163,Nike
985,['Jordan 1 Retro High Game Royal'],170,Jordan
986,['adidas Yeezy Boost 700 V2 Tephra'],276,adidas
987,['adidas Ultra Tech Dragon Ball Z Vegeta'],133,adidas
988,['Air Force 1 Flyleather Steve Harrington Earth Day (2019)'],325,Air
989,['Jordan 1 Retro High Shadow 2018 (GS)'],259,Jordan
990,['adidas Yeezy Boost 350 V2 Static Reflective'],390,adidas
991,['Jordan 1 Retro High Sports Illustrated (A Star Is Born)'],117,Jordan
992,['adidas Ultra Boost 4.0 Orca'],110,adidas
993,['Jordan 1 Retro High Homage To Home (Non-numbered)'],230,Jordan
994,['adidas Yeezy Powerphase Calabasas Core Black'],79,adidas
995,['adidas Yeezy Boost 350 V2 Black Red'],800,adidas
996,['Air VaporMax 2019 Triple Black'],120,Air
997,['Jordan 1 Retro High UNC Patent (W)'],329,Jordan
998,['Jordan 1 Retro High OG Defiant Couture'],118,Jordan
999,['Jordan 1 Retro High Twist (W)'],220,Jordan
1000,['Jordan Legacy 312 Desert Camo'],75,Jordan
1001,['adidas NMD R1 STLT Parley Core Black'],94,adidas
1002,['Jordan 1 Retro High NRG Patent Gold Toe'],299,Jordan
1003,['adidas Yeezy Boost 700 Wave Runner Solid Grey (Kids)'],194,adidas
1004,['Jordan 11 Retro Low Georgetown'],227,Jordan
1005,['adidas Yeezy Boost 700 Wave Runner Solid Grey (Infants)'],185,adidas
1006,"[""Air Force 1 '07 XX White (W)""]",151,Air
1007,['adidas Yeezy Boost 750 Light Grey Glow In the Dark'],835,adidas
1008,['Jordan Legacy 312 Olympic'],88,Jordan
1009,['Air More Uptempo Peanut Butter & Jelly (GS)'],100,Air
1010,"['Air More Uptempo Supreme ""Suptempo"" Black']",435,Air
1011,['Jordan 1 Retro Low Slip Chicago (W)'],88,Jordan
1012,['Air Fear Of God 1 Frosted Spruce'],508,Air
1013,['Jordan 1 Retro High Yellow Ochre'],299,Jordan
1014,['Jordan 1 Retro High Gatorade Blue Lagoon'],160,Jordan
1015,['adidas Ultra Boost Mid Ronnie Fieg'],249,adidas
1016,['adidas Ultra Boost Mid Kith x Nonnative'],150,adidas
1017,['Air Max 97 Ultra 17 Skepta'],260,Air
1018,"['Air More Uptempo Supreme ""Suptempo"" Red']",835,Air
1019,['adidas Ultra Boost 4.0 Chinese New Year (2018)'],168,adidas
1020,['Nike HyperAdapt 1.0 Black (1st Release Pair Special Box)'],550,Nike
1021,['adidas Yeezy Boost 350 V2 Cloud White (Non-Reflective)'],247,adidas
1022,['adidas Yeezy Boost 350 V2 Citrin (Non-Reflective)'],218,adidas
1023,['Jordan 1 Retro High Obsidian UNC'],150,Jordan
1024,['adidas Ultra Boost 1.0 SNS Tee Time'],578,adidas
1025,['Jordan 1 Retro High First Class Flight'],148,Jordan
1026,['adidas Yeezy Boost 700 V2 Hospital Blue'],271,adidas
1027,['Jordan 1 Retro High Satin Black Toe (W)'],419,Jordan
1028,['adidas Ultra Boost 4.0 Game of Thrones House Stark'],183,adidas
1029,['Nike React Element 87 Sail Light Bone'],400,Nike
1030,['adidas Yeezy Boost 350 V2 Cream/Triple White'],257,adidas
1031,['adidas Yeezy Boost 350 V2 Lundmark (Non Reflective)'],208,adidas
1032,['adidas Yeezy 500 Bone White'],209,adidas
1033,['Jordan 1 Retro High Gold Top 3'],410,Jordan
1034,['adidas Yeezy 500 Super Moon Yellow'],214,adidas
1035,['adidas Yeezy Boost 700 Magnet'],304,adidas
1036,['adidas Yeezy Boost 350 V2 Semi Frozen Yellow'],260,adidas
1037,['Converse Chuck Taylor All-Star 70s Hi Fear of God Black'],280,Converse
1038,['Jordan 1 Retro High Nigel Sylvester'],307,Jordan
1039,['Jordan 1 Retro High Blue Moon'],230,Jordan
1040,['Nike Blazer Mid 77 Vintage White Black'],116,Nike
1041,['adidas Yeezy Boost 350 V2 Sesame'],259,adidas
1042,['adidas Yeezy Boost 350 V2 Clay'],212,adidas
1043,['Jordan 1 Retro Low OG SP Travis Scott'],505,Jordan
1044,['Nike SB Dunk Low Supreme Jewel Swoosh Silver'],160,Nike
1045,['adidas Yeezy Boost 700 Wave Runner Solid Grey'],410,adidas
1046,"['Air More Uptempo Supreme ""Suptempo"" Gold']",499,Air
1047,['adidas Ultra Boost 1.0 Triple Black'],270,adidas
1048,['adidas Yeezy Boost 350 V2 Zebra'],398,adidas
1049,['adidas Yeezy Boost 700 V2 Geode'],248,adidas
1050,['Nike React Element 87 Dark Grey Photo Blue'],190,Nike
1051,['adidas Yeezy Boost 350 V2 Static (Non-Reflective)'],324,adidas
1052,['adidas Yeezy Boost 700 Inertia'],284,adidas
1053,['Jordan 1 Retro High Travis Scott'],747,Jordan
1054,['Jordan 1 Retro High Track Red'],240,Jordan
1055,['Jordan 1 Retro High Gatorade Cyber'],155,Jordan
1056,['Jordan 1 Retro High Black Crimson Tint'],118,Jordan
1057,['adidas Yeezy Boost 700 V2 Vanta'],358,adidas
1058,['Nike Zoom Terra Kiger 5 Off-White White (W)'],204,Nike
1059,['Jordan 1 Retro High Defiant White Black Gym Red'],115,Jordan
1060,['adidas Yeezy 500 Salt'],221,adidas
1061,['adidas Yeezy Boost 700 Analog'],258,adidas
1062,['Nike SB Dunk Low Supreme Jewel Swoosh Red'],165,Nike
1063,['adidas Yeezy Boost 350 V2 Beluga 2.0'],475,adidas
1064,['adidas Yeezy 500 Utility Black'],308,adidas
1065,['adidas Yeezy 700 Mauve'],300,adidas
1066,['Jordan 1 Retro High Rookie of the Year'],200,Jordan
1067,['Jordan 1 Retro High Turbo Green'],195,Jordan
1068,['adidas Yeezy Boost 350 V2 Synth (Non-Reflective)'],203,adidas
1069,['Nike Zoom Terra Kiger 5 Off-White Black (W)'],190,Nike
1070,['Jordan 1 Retro High Black Mushroom (W)'],174,Jordan
1071,['Jordan 1 Retro High Shadow (2018)'],199,Jordan
1072,['adidas Yeezy Boost 350 V2 Butter'],235,adidas
1073,['adidas Yeezy Boost 350 V2 Glow'],397,adidas
1074,['Jordan 1 Retro High Phantom Gym Red'],110,Jordan
1075,['adidas Ultra Boost 4.0 Running White'],133,adidas
1076,['Jordan 1 Retro High Neutral Grey Hyper Crimson'],144,Jordan
1077,['adidas Yeezy Boost 700 Utility Black'],296,adidas
1078,['adidas Yeezy Boost 700 V2 Inertia'],270,adidas
1079,['adidas Yeezy Boost 350 V2 Trfrm'],309,adidas
1080,['adidas Yeezy Boost 350 V2 Blue Tint'],394,adidas
